,0,1
0,480.0,15.888163000000002
1,742.0,28.89633175
2,743.0,27.441180250000002
3,744.0,26.148514499999997
4,745.0,25.0435205
5,793.0,16.56373425
6,794.0,17.522105500000002
7,800.0,25.535974500000002
8,801.0,24.753994
9,802.0,23.8555615
10,948.0,20.13197525
11,949.0,21.56713075
12,954.0,26.47563675
13,955.0,24.6824725
14,956.0,23.446098
15,1512.0,13.012058
16,1513.0,13.788933999999998
17,1552.0,27.494466
18,1553.0,25.689087249999996
19,1554.0,23.183368
20,1558.0,21.301928
21,1559.0,19.8304885
22,1560.0,17.235145
23,1561.0,18.486632999999998
24,1637.0,22.5340485
25,1638.0,23.768688
26,1639.0,25.6064705
27,1717.0,13.201393249999999
28,1718.0,13.489814500000001
29,1719.0,14.33141725
30,1720.0,14.0475055
31,1721.0,14.819039125
32,1901.0,25.152027999999998
33,1985.0,33.579606999999996
34,1986.0,30.390462
35,1987.0,31.525381
36,1988.0,23.76431575
37,1989.0,26.071717
38,1990.0,28.443782
39,1991.0,27.25248425
40,2037.0,23.157250749999996
41,2038.0,25.9948625
42,2039.0,21.695029249999997
43,2040.0,20.26780375
44,2041.0,29.30012775
45,2042.0,28.020872500000003
46,2043.0,31.11325875
47,2073.0,29.2693675
48,2074.0,26.91543075
49,2075.0,27.723841500000002
50,2076.0,21.29618925
51,2077.0,22.573399
52,2078.0,25.17372775
53,2079.0,23.82594525
54,2115.0,30.897174
55,2116.0,33.39373675
56,2117.0,29.361878750000002
57,2118.0,27.76425375
58,2119.0,35.6030395
59,2120.0,34.786163
60,2121.0,36.4785105
61,2147.0,30.08644425
62,2148.0,28.37383575
63,2149.0,29.139643000000003
64,2180.0,34.38646375
65,2181.0,29.104448499999997
66,2182.0,30.731131500000004
67,2183.0,33.362827249999995
68,2184.0,31.734125249999998
69,2206.0,14.410695875
70,2207.0,15.37982925
71,2274.0,13.865749000000001
72,2275.0,30.83975825
73,2316.0,11.7725946
74,2317.0,12.372452749999999
75,2318.0,13.07440075
76,2319.0,13.931877624999998
77,2320.0,17.17806875
78,2322.0,16.256788
79,2323.0,15.267353875000001
80,2357.0,31.346285
81,2358.0,32.311336999999995
82,2360.0,33.59210475
83,2361.0,28.3468035
84,2362.0,26.8393235
85,2363.0,25.74197025
86,2364.0,24.267860499999998
87,2489.0,16.2669035
88,2491.0,15.982502375
89,2492.0,15.804456250000001
90,2493.0,15.3622425
91,2494.0,15.545649750000003
92,2521.0,23.239829000000004
93,2522.0,21.647743249999998
94,2523.0,20.122859
95,2524.0,25.23456125
96,2525.0,26.49935775
97,2527.0,28.24605325
98,2568.0,26.19985375
99,2570.0,24.288681500000003
100,2571.0,22.9709885
101,2572.0,18.493617750000002
102,2573.0,17.3313365
103,2574.0,19.70975225
104,2575.0,21.1763305
105,2605.0,26.99229175
106,2606.0,26.7791815
107,2607.0,25.684833250000004
108,2608.0,26.314618000000003
109,2636.0,22.99776875
110,2637.0,21.343839499999998
111,2638.0,24.607019
112,2639.0,26.295749999999998
113,2642.0,31.342778250000002
114,2643.0,28.393156500000003
115,2644.0,29.515414999999997
116,2672.0,28.945143249999997
117,2673.0,28.136897
118,2674.0,29.577015000000003
119,2676.0,26.435860499999997
120,2677.0,25.03931875
121,2678.0,22.423585000000003
122,2679.0,23.73443825
123,2712.0,11.785324624999998
124,2717.0,31.251258
125,2718.0,30.3516195
126,2719.0,31.8422425
127,2749.0,19.720136749999998
128,2751.0,27.56073825
129,2752.0,27.70305675
130,2771.0,13.40585725
131,2772.0,13.117940874999999
132,2773.0,13.729552249999998
133,2774.0,14.1680775
134,2776.0,16.18996525
135,2777.0,14.649676
136,2778.0,15.219493749999998
137,2842.0,28.825636
138,2843.0,28.186580749999997
139,2844.0,25.547680500000002
140,2845.0,27.19339575
141,2881.0,29.72382725
142,2882.0,28.92474275
143,2883.0,28.16808675
144,2884.0,22.139331249999998
145,2885.0,20.52627875
146,2886.0,23.713195
147,2887.0,25.367276750000002
148,2918.0,31.3439225
149,2919.0,30.684587
150,2920.0,29.400056
151,2921.0,26.613229999999998
152,2922.0,28.191597
153,2952.0,31.181113250000003
154,2953.0,31.38833625
155,2954.0,27.33608725
156,2955.0,25.725807249999995
157,2956.0,28.839348
158,2957.0,30.366732999999996
159,3026.0,30.71367975
160,3027.0,31.168680000000002
161,3028.0,28.476155750000004
162,3029.0,29.617149000000005
163,3030.0,26.256778750000002
164,3031.0,24.655686000000003
165,3184.0,31.801123249999996
166,3185.0,31.08614875
167,3186.0,32.452664
168,3187.0,24.432534249999996
169,3188.0,26.057894750000003
170,3189.0,29.111883
171,3190.0,27.623200500000003
172,3395.0,32.66916375
173,3396.0,29.73985425
174,3397.0,31.01203875
175,3398.0,26.127028
176,3399.0,27.737624
177,3400.0,24.584918000000002
178,3401.0,23.071719
179,3436.0,21.034675749999998
180,3437.0,19.498888
181,3438.0,24.27801075
182,3439.0,23.011180749999998
183,3440.0,26.105860500000002
184,3497.0,24.906684
185,3498.0,21.96313775
186,3499.0,23.129917499999998
187,3500.0,19.17532875
188,3501.0,20.38234275
189,3502.0,17.04275175
190,3503.0,18.06546225
191,3588.0,15.554212
192,3589.0,14.652415999999999
193,3590.0,17.00813775
194,3623.0,27.35710725
195,3624.0,25.2603935
196,3625.0,26.133606
197,3626.0,24.0923645
198,3627.0,23.007074749999997
199,3652.0,14.593140000000002
200,3653.0,13.45435925
201,3654.0,13.8795
202,3659.0,12.461187500000001
203,3660.0,12.86421725
204,3661.0,12.14899425
205,3687.0,16.145780375
206,3688.0,15.32242325
207,3689.0,18.115635249999997
208,3690.0,17.0433525
209,3695.0,20.76719775
210,3696.0,19.66531725
211,3697.0,23.141623499999998
212,3721.0,36.3885965
213,3722.0,34.738243749999995
214,3723.0,35.53590625
215,3724.0,32.234742250000004
216,3725.0,33.270714250000005
217,3726.0,29.517172
218,3727.0,31.16927475
219,3755.0,23.868012
220,3756.0,22.306168000000003
221,3757.0,27.1496185
222,3758.0,25.45245125
223,3759.0,31.280246499999997
224,3760.0,29.991705000000003
225,3761.0,32.376597000000004
226,3790.0,35.250001
227,3791.0,33.77299624999999
228,3792.0,34.462818500000004
229,3793.0,30.1613595
230,3794.0,31.720828500000003
231,3795.0,27.719830249999998
232,3796.0,28.8948635
233,3821.0,29.739126499999998
234,3822.0,28.366299249999997
235,3823.0,30.15147325
236,3825.0,24.482752250000004
237,3826.0,23.11080025
238,3827.0,26.611283750000002
239,3828.0,25.413834750000003
240,3852.0,14.116737375000001
241,3853.0,13.175405875000001
242,3854.0,13.53693775
243,3910.0,20.35906775
244,3911.0,19.45083575
245,3912.0,21.817774
246,3914.0,17.1998245
247,3915.0,18.1394445
248,3916.0,15.68049225
